uri,language,group,categories,physical_fatigue,mental_cognitive_fatigue,emotional_fatigue,digital_social_fatigue,existential_resignation
https://sakurajima.moe/users/naan/statuses/114711026243805316,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://fediscience.org/users/drdrowland/statuses/114710753028926478,en,en,existential_resignation,0.0,0.0,0.0,0.0,0.85
https://mastodon.acm.org/users/MrBerard/statuses/114710813935147570,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://kolektiva.social/users/nan_ano/statuses/114710733301712601,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://infosec.exchange/users/deadbeefdotmonster/statuses/114710584687037509,en,en,existential_resignation,0.0,0.0,0.0,0.0,0.95
https://weird.autos/users/rootwyrm/statuses/114710534311796050,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://beige.party/users/mrmoresco/statuses/114710348946749088,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://dice.camp/users/Alien_Sunset/statuses/114710372905038711,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://p.enes.lv/2/eris/p/1750343216.476569,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://kolektiva.social/users/juniper/statuses/114710128095601691,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://mstdn.ca/users/jd/statuses/114710176187553527,en,en,emotional_fatigue;existential_resignation,0.0,0.0,0.85,0.0,0.65
https://mstdn.ca/users/imlikethecheese/statuses/114710108754153087,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://mstdn.ca/users/ignova/statuses/114710067481262882,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://cupoftea.social/users/Erased_Citizen/statuses/114710112194162731,en,en,mental_cognitive_fatigue,0.0,0.75,0.0,0.0,0.0
https://hcommons.social/users/pfitz/statuses/114710119257378141,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://mastodon.world/users/gl/statuses/114709933377654663,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://beige.party/users/bazkie/statuses/114709823451014411,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://noauthority.social/users/TruckDriver/statuses/114709891819202635,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://quokka.city/users/egorock/statuses/114709769610553790,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://nicecrew.digital/objects/eb8ce970-f7dc-44f4-999a-8df95617f0c3,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://social.coop/users/ideogram/statuses/114709519075595488,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://social.lol/users/lmika/statuses/114709488739345256,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://hear-me.social/users/Tharpa/statuses/114709061673538479,en,en,physical_fatigue,0.9,0.0,0.0,0.0,0.0
https://mastodon.art/users/Temrin/statuses/114707226286938687,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://gamepad.club/users/FibroJedi/statuses/114707366004969334,en,en,mental_cognitive_fatigue,0.0,0.85,0.0,0.0,0.0
https://mstdn.ca/users/Lstn2urmama/statuses/114706820255096684,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://mstdn.ca/users/Lstn2urmama/statuses/114706804640729570,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://mastodon.world/users/kevintduffy/statuses/114706375276820205,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://mastodon.world/users/That_One_Guy/statuses/114706327097177794,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://beige.party/users/intransitivelie/statuses/114706265873835457,en,en,existential_resignation,0.0,0.0,0.0,0.0,0.95
https://mastodon.gamedev.place/users/imp3tuz/statuses/114706380249549870,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://quokka.city/users/dogboy/statuses/114706399821651921,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://chaos.social/users/flo/statuses/114706098799449543,en,en,emotional_fatigue,0.0,0.0,0.85,0.0,0.0
https://pawoo.net/users/Nuku777/statuses/114706170411594588,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://sunny.garden/users/mvu/statuses/114706068703420640,en,en,mental_cognitive_fatigue;digital_social_fatigue,0.0,0.95,0.0,0.9,0.0
https://sunny.garden/users/theotherbrook/statuses/114706047491115696,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://cyberpunk.lol/users/emptywentz/statuses/114706150464241147,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://beige.party/users/Tim_McTuffty/statuses/114705983085531580,en,en,mental_cognitive_fatigue,0.0,0.7,0.0,0.0,0.0
https://mstdn.ca/users/imlikethecheese/statuses/114705922561255160,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://mstdn.ca/users/imlikethecheese/statuses/114705893464485137,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://mastodon.stickbear.me/users/Mendi_Tech/statuses/114705435627990011,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://discuss.systems/users/okennedy/statuses/114705148273802623,en,en,physical_fatigue,0.9,0.0,0.0,0.0,0.0
https://mastodon.online/users/kelset/statuses/114704957792616065,en,en,mental_cognitive_fatigue;emotional_fatigue,0.0,0.85,0.65,0.0,0.0
https://mastodon.gamedev.place/users/britown/statuses/114705076497815497,en,en,emotional_fatigue,0.0,0.0,0.8,0.0,0.0
https://fops.cloud/objects/f2002644-9cc6-4f05-8a68-deb0f5d95d87,en,en,emotional_fatigue,0.0,0.0,0.85,0.0,0.0
https://fosstodon.org/users/mathieu/statuses/114704343335447099,en,en,mental_cognitive_fatigue,0.0,0.8,0.0,0.0,0.0
https://fosstodon.org/users/drupalthoughts/statuses/114704283844382729,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://furry.engineer/users/soatok/statuses/114704148010223431,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://critter.cafe/users/aisling/statuses/114704152256420543,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://chaos.social/users/saxnot/statuses/114703711610986951,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://mastodon.nz/users/aligorith/statuses/114703532300107399,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://beige.party/users/PixysJourney/statuses/114702876383977184,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://toot.wales/users/suearcher/statuses/114702936868446777,en,en,physical_fatigue,0.9,0.0,0.0,0.0,0.0
https://journa.host/users/ScottLucas/statuses/114702833518738779,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://nicecrew.digital/objects/0a6aefd3-b0ef-46b0-a255-a73e1a99dfc7,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://social.xenofem.me/objects/6d863001-b00f-42ba-87c8-79ee2520d4a4,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://nicecrew.digital/objects/cb1626ba-3b2b-4818-83c4-5c2268ed04be,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://vt.social/users/sorunome/statuses/114701219445540011,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://photog.social/users/threexs/statuses/114700968228884037,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://hcommons.social/users/teamseaslug/statuses/114700873680960927,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://hcommons.social/users/teamseaslug/statuses/114700835227468873,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://wandering.shop/users/jepyang/statuses/114700650314978829,en,en,mental_cognitive_fatigue;emotional_fatigue,0.0,0.85,0.65,0.0,0.0
https://pol.social/users/yo/statuses/114700697715852685,en,en,mental_cognitive_fatigue,0.0,0.85,0.0,0.0,0.0
https://thicc.horse/users/taq/statuses/114700626307510290,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://cupoftea.social/users/mandy/statuses/114700577704158223,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://ponies.social/users/MLP_Allie/statuses/114700256679714552,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://mstdn.ca/users/imlikethecheese/statuses/114699984086145146,en,en,mental_cognitive_fatigue,0.0,0.85,0.0,0.0,0.0
https://quokka.city/users/survivalhorror/statuses/114700050627886133,en,en,mental_cognitive_fatigue,0.0,0.85,0.0,0.0,0.0
https://mstdn.social/users/datzshe/statuses/114699674781382388,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://xyzzy.link/objects/573bf7a3-09cc-40c1-846c-fc7bc58c3a8e,en,en,physical_fatigue,0.85,0.0,0.0,0.0,0.0
https://mastodon.gamedev.place/users/imp3tuz/statuses/114699507946209098,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://skyhoppers.club/users/byn/statuses/114699144011457835,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://kolektiva.social/users/JamilaHammami/statuses/114698921418643517,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://social.coop/users/dennyhenke/statuses/114698329542252101,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://dragonscave.space/users/lexipic/statuses/114697948092814624,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://girldick.gay/users/alina/statuses/114697491400771636,en,en,emotional_fatigue;digital_social_fatigue,0.0,0.0,0.95,0.6,0.0
https://mastodon.world/users/egalandbooks/statuses/114696884420161763,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://merovingian.club/users/shortstories/statuses/114696747458893284,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://mstdn.social/users/schamspeare/statuses/114696399737731039,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://quokka.city/users/survivalhorror/statuses/114696376063294178,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://mastodon.world/users/olivesspeaks/statuses/114696282635572792,en,en,existential_resignation,0.0,0.0,0.0,0.0,0.85
https://universeodon.com/users/winjay/statuses/114696124000718773,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://mastodon.ie/users/ProcessParsnip/statuses/114696267296900217,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://indieweb.social/users/jaredwhite/statuses/114696171255788892,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://hachyderm.io/users/Impossible_PhD/statuses/114696006908210254,en,en,emotional_fatigue;mental_cognitive_fatigue,0.0,0.85,0.95,0.0,0.0
https://sfba.social/users/MishaVanMollusq/statuses/114695931220160725,en,en,mental_cognitive_fatigue,0.0,0.9,0.0,0.0,0.0
https://quokka.city/users/toibox/statuses/114695927746832826,en,en,physical_fatigue,0.9,0.0,0.0,0.0,0.0
https://gamepad.club/users/FibroJedi/statuses/114695656125760059,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://chaos.social/users/attie/statuses/114695541079137975,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://noauthority.social/users/Electronwarrior/statuses/114695510668742339,en,en,emotional_fatigue,0.0,0.0,0.9,0.0,0.0
https://quokka.city/users/zomcom/statuses/114695412348671394,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://universeodon.com/users/Marten_Hoyle_Vate/statuses/114695174785979944,en,en,existential_resignation,0.0,0.0,0.0,0.0,0.95
https://social.coop/users/shauna/statuses/114695209102282355,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://caneandable.social/users/danestange/statuses/114695404323790890,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://freeatlantis.com/users/MissusTruth__1776/statuses/114695002008109552,en,en,digital_social_fatigue,0.0,0.0,0.0,0.85,0.0
https://retro.pizza/users/RamenJunkie/statuses/114694982163886724,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://mstdn.social/users/ThinkingSapien/statuses/114694803843538930,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://beige.party/users/ghostbreaker/statuses/114694807279210489,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://kind.social/users/EnfysBook/statuses/114694703622210488,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://wetdry.world/users/sterophonick/statuses/114694626199207544,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://climatejustice.social/users/Aurin_the_classtraitor/statuses/114694513292208801,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://retro.pizza/users/heyfluxay/statuses/114694680451412679,en,en,emotional_fatigue;mental_cognitive_fatigue,0.0,0.6,0.85,0.0,0.0
https://cyberpunk.lol/users/rachaelspooky/statuses/114694466756896841,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://sakurajima.moe/users/fujiwara/statuses/114693469860477693,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://mastodon.online/users/apodoxus/statuses/114693278189711092,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://aus.social/users/morachbeag/statuses/114693104960333674,en,en,mental_cognitive_fatigue;digital_social_fatigue,0.0,0.95,0.0,0.7,0.0
https://mstdn.social/users/JamesWNeal/statuses/114693047844750054,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://discuss.systems/users/hapax/statuses/114693157718596448,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://mstdn.social/users/GayDeceiver/statuses/114693024331157370,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://masto.ai/users/VioletRose/statuses/114692960628308705,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://mastodon.online/users/sapphireangel/statuses/114692873174663633,en,en,mental_cognitive_fatigue,0.0,0.9,0.0,0.0,0.0
https://mas.to/users/saja0486/statuses/114692863832256662,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://dice.camp/users/Taskerland/statuses/114692843247281055,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://social.coop/users/cwebber/statuses/114693005577036618,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://outerheaven.club/objects/03c703e3-1c75-4671-bf69-4d84120e6257,en,en,physical_fatigue,0.85,0.0,0.0,0.0,0.0
https://expressional.social/users/disisdeguey/statuses/114692999645787483,en,en,emotional_fatigue,0.0,0.0,0.8,0.0,0.0
https://mathstodon.xyz/users/icecolbeveridge/statuses/114692740049446897,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://bookstodon.com/users/WoPoLi/statuses/114692566347666975,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://beige.party/users/Shelly/statuses/114692279982207445,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://blorbo.social/users/AmkiTakk/statuses/114692204137330883,en,en,physical_fatigue,0.85,0.0,0.0,0.0,0.0
https://mastodon.online/users/blenderdumbass/statuses/114691984635538541,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://fosstodon.org/users/dantleech/statuses/114691824889644713,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://quokka.city/users/animalgirls/statuses/114691689369264633,en,en,digital_social_fatigue,0.0,0.0,0.0,0.7,0.0
https://urusai.social/users/GenXotaku1971/statuses/114691431777066745,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://mastodon.sdf.org/users/log/statuses/114691334359873849,en,en,digital_social_fatigue,0.0,0.0,0.0,0.7,0.0
https://mastodon.world/users/eyesquash/statuses/114690698767272690,en,en,mental_cognitive_fatigue;emotional_fatigue,0.0,0.85,0.75,0.0,0.0
https://outerheaven.club/objects/f24c68ff-3a2e-4c74-867f-8d6279e52430,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://mastodon.gamedev.place/users/afreytes/statuses/114690309444223512,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://toot.cat/users/BigShellEvent/statuses/114690062439547006,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://infosec.exchange/users/sortius/statuses/114689790275678896,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://ponies.social/users/mlp_OHO/statuses/114689798744968633,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://ponies.social/users/Mlp_Auburn/statuses/114689744400134068,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://freeatlantis.com/users/Luther/statuses/114689727903575449,en,en,existential_resignation,0.0,0.0,0.0,0.0,0.95
https://nicecrew.digital/objects/1f64014a-67cf-4a99-806c-ae99d953fe2d,en,en,digital_social_fatigue,0.0,0.0,0.0,0.7,0.0
https://tacobelllabs.net/users/fredy/statuses/114689674164974616,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://beige.party/users/TheBreadmonkey/statuses/114689160931469460,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://elekk.xyz/users/lapis/statuses/114689176010063928,en,en,physical_fatigue;mental_cognitive_fatigue;emotional_fatigue,0.7,0.6,0.5,0.0,0.0
https://mindly.social/users/RamenCatholic/statuses/114689210926535019,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://mastodon.scot/users/bobjmsn/statuses/114688815468244037,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://toot.wales/users/woe2you/statuses/114688953045481203,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://jorts.horse/users/nasamuffin/statuses/114688581589897740,en,en,mental_cognitive_fatigue,0.0,0.85,0.0,0.0,0.0
https://universeodon.com/users/Marten_Hoyle_Vate/statuses/114688491340440271,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://universeodon.com/users/Marten_Hoyle_Vate/statuses/114688413683856558,en,en,emotional_fatigue,0.0,0.0,0.9,0.0,0.0
https://wetdry.world/users/jessienab/statuses/114688387377295700,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://dice.camp/users/TheParadoxFactory/statuses/114688360972548838,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://quokka.city/users/luckytickets/statuses/114688550365026639,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://kolektiva.social/users/sidereal/statuses/114688195419874786,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://spinster.xyz/objects/5993e33f-76b4-4a35-9d85-c00dd8aa6327,en,en,emotional_fatigue,0.0,0.0,0.9,0.0,0.0
https://donotsta.re/objects/5272234a-cbd9-467c-96bb-be85e7cef643,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://mstdn.social/users/mymedicalnews/statuses/114686825574981851,en,en,mental_cognitive_fatigue;emotional_fatigue,0.0,0.95,0.9,0.0,0.0
https://dice.camp/users/kyonshi/statuses/114686633109991054,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://beige.party/users/purplepadma/statuses/114686276061155516,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://mas.to/users/hsl/statuses/114686051050483644,en,en,emotional_fatigue;mental_cognitive_fatigue;existential_resignation,0.0,0.75,0.85,0.0,0.6
https://mas.to/users/hsl/statuses/114686018736075969,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://furry.engineer/users/kirakira/statuses/114686156933028262,en,en,existential_resignation,0.0,0.0,0.0,0.0,0.95
https://furry.engineer/users/kirakira/statuses/114686129142339540,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://furry.engineer/users/kirakira/statuses/114685977430083975,en,en,emotional_fatigue,0.0,0.0,0.85,0.0,0.0
https://writing.exchange/users/paulk/statuses/114685748126278497,en,en,mental_cognitive_fatigue,0.0,0.95,0.0,0.0,0.0
https://infosec.exchange/users/Infoshec/statuses/114685651600556180,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://chitter.xyz/users/Alephwyr/statuses/114685205109241118,en,en,mental_cognitive_fatigue,0.0,0.8,0.0,0.0,0.0
https://metalhead.club/users/brh/statuses/114685114480087266,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://mastodon.world/users/egalandbooks/statuses/114684314832430363,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://social.vivaldi.net/users/cwwilkie/statuses/114684233828762608,en,en,emotional_fatigue;digital_social_fatigue,0.0,0.0,0.85,0.75,0.0
https://hear-me.social/users/SpiderLilly/statuses/114684294386165719,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://mas.to/users/emmettoconnell/statuses/114683982541177035,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://mastodon.world/users/YakyuNightOwl/statuses/114683640238665804,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://chitter.xyz/users/dragonminded/statuses/114683742777630046,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://mas.to/users/Bislick/statuses/114683488173346026,en,en,physical_fatigue,0.85,0.0,0.0,0.0,0.0
https://mindly.social/users/BoldMorning/statuses/114683447595625581,en,en,emotional_fatigue,0.0,0.0,0.8,0.0,0.0
https://hachyderm.io/users/skinnylatte/statuses/114683215900695959,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://dice.camp/users/paintgoblin/statuses/114683244173582871,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://mastodon.stickbear.me/users/startrek2025/statuses/114683183502456688,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://mastodonapp.uk/users/Silversnapples/statuses/114682612479877899,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://universeodon.com/users/Marten_Hoyle_Vate/statuses/114682534712129427,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://beige.party/users/PixysJourney/statuses/114682585183340364,en,en,physical_fatigue,0.9,0.0,0.0,0.0,0.0
https://quokka.city/users/cosmicfall/statuses/114682499869669124,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://hachyderm.io/users/ttntm/statuses/114681489783285799,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
https://ravenation.club/users/jaypeach00/statuses/114681179535347693,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://beige.party/users/RolloTreadway/statuses/114680915454199659,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://sigmoid.social/users/anandphilipc/statuses/114680986579472704,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://yourwalls.today/objects/9d1115cb-d474-402e-a497-c5fb05fa27a8,en,en,digital_social_fatigue,0.0,0.0,0.0,0.95,0.0
https://hachyderm.io/users/Balise/statuses/114680325402427991,en,en,physical_fatigue,0.95,0.0,0.0,0.0,0.0
https://social.vivaldi.net/users/phen314/statuses/114680333848657021,en,en,emotional_fatigue,0.0,0.0,0.9,0.0,0.0
https://toot.io/users/TimFinnerty/statuses/114680380450921301,en,en,emotional_fatigue,0.0,0.0,0.95,0.0,0.0
